,county_name,fips,state_name,"Median Debt in Collections, All",Average household income
3034,Upshur County,54097,West Virginia,1026.0,53814
3035,Wayne County,54099,West Virginia,1825.0,51853
3036,Webster County,54101,West Virginia,1135.0,45234
3037,Wetzel County,54103,West Virginia,1420.0,55411
3038,Wirt County,54105,West Virginia,1835.1216158143532,49126
3039,Wood County,54107,West Virginia,1584.0,59884
3040,Wyoming County,54109,West Virginia,1482.0,50909
3041,Adams County,55001,Wisconsin,2429.0,57609
3042,Ashland County,55003,Wisconsin,1973.0,55692
3043,Barron County,55005,Wisconsin,1983.0,66277
3044,Bayfield County,55007,Wisconsin,1835.1216158143532,65004
3045,Brown County,55009,Wisconsin,1973.0,82082
3046,Buffalo County,55011,Wisconsin,1835.1216158143532,68951
3047,Burnett County,55013,Wisconsin,1280.0,61369
3048,Calumet County,55015,Wisconsin,1488.0,86147
3049,Chippewa County,55017,Wisconsin,2178.0,70227
3050,Clark County,55019,Wisconsin,1496.0,64886
3051,Columbia County,55021,Wisconsin,2349.0,79421
3052,Crawford County,55023,Wisconsin,1835.1216158143532,62821
3053,Dane County,55025,Wisconsin,1671.0,96038
3054,Dodge County,55027,Wisconsin,1816.0,75589
3055,Door County,55029,Wisconsin,2999.0,76803
3056,Douglas County,55031,Wisconsin,1686.0,65417
3057,Dunn County,55033,Wisconsin,2169.0,69995
3058,Eau Claire County,55035,Wisconsin,1815.0,74606
3059,Florence County,55037,Wisconsin,1835.1216158143532,66990
3060,Fond du Lac County,55039,Wisconsin,1499.0,71256
3061,Forest County,55041,Wisconsin,1835.1216158143532,54980
3062,Grant County,55043,Wisconsin,1489.0,64487
3063,Green County,55045,Wisconsin,1338.0,76953
3064,Green Lake County,55047,Wisconsin,1016.0,66080
3065,Iowa County,55049,Wisconsin,1714.0,81455
3066,Iron County,55051,Wisconsin,1835.1216158143532,54461
3067,Jackson County,55053,Wisconsin,3004.0,64879
3068,Jefferson County,55055,Wisconsin,2270.0,81990
3069,Juneau County,55057,Wisconsin,2735.0,65299
3070,Kenosha County,55059,Wisconsin,1397.0,84160
3071,Kewaunee County,55061,Wisconsin,1835.1216158143532,72630
3072,La Crosse County,55063,Wisconsin,2392.0,80992
3073,Lafayette County,55065,Wisconsin,1835.1216158143532,70488
3074,Langlade County,55067,Wisconsin,2083.0,57685
3075,Lincoln County,55069,Wisconsin,1383.0,66849
3076,Manitowoc County,55071,Wisconsin,2027.0,66728
3077,Marathon County,55073,Wisconsin,1731.0,84462
3078,Marinette County,55075,Wisconsin,1377.0,59119
3079,Marquette County,55077,Wisconsin,1835.1216158143532,59724
3080,Menominee County,55078,Wisconsin,1835.1216158143532,63588
3081,Milwaukee County,55079,Wisconsin,1495.0,68331
3082,Monroe County,55081,Wisconsin,2605.0,69539
3083,Oconto County,55083,Wisconsin,1562.0,68942
3084,Oneida County,55085,Wisconsin,2105.0,73205
3085,Outagamie County,55087,Wisconsin,1766.0,81289
3086,Ozaukee County,55089,Wisconsin,1388.0,113751
3087,Pepin County,55091,Wisconsin,1835.1216158143532,67649
3088,Pierce County,55093,Wisconsin,1690.0,85999
3089,Polk County,55095,Wisconsin,2014.0,69647
3090,Portage County,55097,Wisconsin,1240.0,72478
3091,Price County,55099,Wisconsin,1835.1216158143532,58668
3092,Racine County,55101,Wisconsin,1815.0,75321
3093,Richland County,55103,Wisconsin,2643.0,61592
3094,Rock County,55105,Wisconsin,1851.0,71523
3095,Rusk County,55107,Wisconsin,1589.0,55339
3096,St. Croix County,55109,Wisconsin,2137.0,92426
3097,Sauk County,55111,Wisconsin,1649.0,70958
3098,Sawyer County,55113,Wisconsin,1713.0,67130
3099,Shawano County,55115,Wisconsin,1583.0,66274
3100,Sheboygan County,55117,Wisconsin,1800.0,74928
3101,Taylor County,55119,Wisconsin,2416.0,64338
3102,Trempealeau County,55121,Wisconsin,1835.0,67911
3103,Vernon County,55123,Wisconsin,1291.0,66252
3104,Vilas County,55125,Wisconsin,700.0,63166
3105,Walworth County,55127,Wisconsin,2461.0,81126
3106,Washburn County,55129,Wisconsin,2713.0,64967
3107,Washington County,55131,Wisconsin,1407.0,92696
3108,Waukesha County,55133,Wisconsin,1470.0,115491
3109,Waupaca County,55135,Wisconsin,1508.0,70688
3110,Waushara County,55137,Wisconsin,1914.0,65597
3111,Winnebago County,55139,Wisconsin,1466.0,75157
3112,Wood County,55141,Wisconsin,2152.0,69755
3113,Albany County,56001,Wyoming,2895.0,62436
3114,Big Horn County,56003,Wyoming,1835.1216158143532,61394
3115,Campbell County,56005,Wyoming,2696.0,88960
3116,Carbon County,56007,Wyoming,2833.0,72687
3117,Converse County,56009,Wyoming,2810.0,78636
3118,Crook County,56011,Wyoming,1835.1216158143532,80831
3119,Fremont County,56013,Wyoming,2329.0,71543
3120,Goshen County,56015,Wyoming,1385.0,67499
3121,Hot Springs County,56017,Wyoming,1835.1216158143532,68162
3122,Johnson County,56019,Wyoming,1835.1216158143532,77806
3123,Laramie County,56021,Wyoming,2130.0,84033
3124,Lincoln County,56023,Wyoming,2417.0,80387
3125,Natrona County,56025,Wyoming,3253.0,88204
3126,Niobrara County,56027,Wyoming,1835.1216158143532,55646
3127,Park County,56029,Wyoming,2704.0,83367
3128,Platte County,56031,Wyoming,1835.1216158143532,70433
3129,Sheridan County,56033,Wyoming,2031.0,77032
3130,Sublette County,56035,Wyoming,1835.1216158143532,87590
3131,Sweetwater County,56037,Wyoming,2466.0,84961
3132,Teton County,56039,Wyoming,944.0,128868
3133,Uinta County,56041,Wyoming,1877.0,71005
3134,Washakie County,56043,Wyoming,1835.1216158143532,65351
3135,Weston County,56045,Wyoming,1835.1216158143532,68181
