,county_name,fips,state_name,"Median Debt in Collections, All",Average household income
1977,Wake County,37183,North Carolina,1668.0,106985
1978,Warren County,37185,North Carolina,1317.0,52946
1979,Washington County,37187,North Carolina,1809.0,44474
1980,Watauga County,37189,North Carolina,1063.0,63511
1981,Wayne County,37191,North Carolina,1384.0,63210
1982,Wilkes County,37193,North Carolina,1001.0,63537
1983,Wilson County,37195,North Carolina,1817.0,59891
1984,Yadkin County,37197,North Carolina,1336.0,55951
1985,Yancey County,37199,North Carolina,845.0,53656
1986,Adams County,38001,North Dakota,1835.1216158143532,74444
1987,Barnes County,38003,North Dakota,1835.1216158143532,73505
1988,Benson County,38005,North Dakota,1835.1216158143532,63561
1989,Billings County,38007,North Dakota,1835.1216158143532,112623
1990,Bottineau County,38009,North Dakota,1835.1216158143532,79085
1991,Bowman County,38011,North Dakota,1835.1216158143532,82581
1992,Burke County,38013,North Dakota,1835.1216158143532,89066
1993,Burleigh County,38015,North Dakota,1976.0,88539
1994,Cass County,38017,North Dakota,1603.0,93453
1995,Cavalier County,38019,North Dakota,1835.1216158143532,97135
1996,Dickey County,38021,North Dakota,1835.1216158143532,77867
1997,Divide County,38023,North Dakota,1835.1216158143532,95485
1998,Dunn County,38025,North Dakota,1835.1216158143532,114391
1999,Eddy County,38027,North Dakota,1835.1216158143532,75396
2000,Emmons County,38029,North Dakota,1835.1216158143532,64616
2001,Foster County,38031,North Dakota,1835.1216158143532,75283
2002,Golden Valley County,38033,North Dakota,1835.1216158143532,71569
2003,Grand Forks County,38035,North Dakota,1547.0,70928
2004,Grant County,38037,North Dakota,1835.1216158143532,78988
2005,Griggs County,38039,North Dakota,1835.1216158143532,72586
2006,Hettinger County,38041,North Dakota,1835.1216158143532,76949
2007,Kidder County,38043,North Dakota,1835.1216158143532,75724
2008,LaMoure County,38045,North Dakota,1835.1216158143532,82435
2009,Logan County,38047,North Dakota,1835.1216158143532,73805
2010,McHenry County,38049,North Dakota,1835.1216158143532,86494
2011,McIntosh County,38051,North Dakota,1835.1216158143532,66737
2012,McKenzie County,38053,North Dakota,4972.0,109348
2013,McLean County,38055,North Dakota,1835.1216158143532,79244
2014,Mercer County,38057,North Dakota,1835.1216158143532,89005
2015,Morton County,38059,North Dakota,1203.0,91454
2016,Mountrail County,38061,North Dakota,1835.1216158143532,99351
2017,Nelson County,38063,North Dakota,1835.1216158143532,66366
2018,Oliver County,38065,North Dakota,1835.1216158143532,82283
2019,Pembina County,38067,North Dakota,1835.1216158143532,81767
2020,Pierce County,38069,North Dakota,1835.1216158143532,59546
2021,Ramsey County,38071,North Dakota,1835.1216158143532,79592
2022,Ransom County,38073,North Dakota,1835.1216158143532,79585
2023,Renville County,38075,North Dakota,1835.1216158143532,81070
2024,Richland County,38077,North Dakota,1835.1216158143532,74002
2025,Rolette County,38079,North Dakota,1835.1216158143532,57370
2026,Sargent County,38081,North Dakota,1835.1216158143532,80177
2027,Sheridan County,38083,North Dakota,1835.1216158143532,67445
2028,Sioux County,38085,North Dakota,1835.1216158143532,59701
2029,Slope County,38087,North Dakota,1835.1216158143532,78977
2030,Stark County,38089,North Dakota,2004.0,94409
2031,Steele County,38091,North Dakota,1835.1216158143532,87137
2032,Stutsman County,38093,North Dakota,2127.0,73021
2033,Towner County,38095,North Dakota,1835.1216158143532,76594
2034,Traill County,38097,North Dakota,1835.1216158143532,78503
2035,Walsh County,38099,North Dakota,1835.1216158143532,70586
2036,Ward County,38101,North Dakota,2399.0,74018
2037,Wells County,38103,North Dakota,1835.1216158143532,74361
2038,Williams County,38105,North Dakota,2390.0,112047
2039,Adams County,39001,Ohio,1906.0,54039
2040,Allen County,39003,Ohio,1518.0,63196
2041,Ashland County,39005,Ohio,1539.0,65423
2042,Ashtabula County,39007,Ohio,1760.0,60364
2043,Athens County,39009,Ohio,1181.0,52960
2044,Auglaize County,39011,Ohio,1573.0,73661
2045,Belmont County,39013,Ohio,1433.0,63469
2046,Brown County,39015,Ohio,1936.0,64277
2047,Butler County,39017,Ohio,1511.0,81404
2048,Carroll County,39019,Ohio,1645.0,69389
2049,Champaign County,39021,Ohio,1952.0,66614
2050,Clark County,39023,Ohio,1706.0,62017
2051,Clermont County,39025,Ohio,1805.0,82890
2052,Clinton County,39027,Ohio,1513.0,67669
2053,Columbiana County,39029,Ohio,1835.0,59305
2054,Coshocton County,39031,Ohio,1254.0,55832
2055,Crawford County,39033,Ohio,1718.0,57201
2056,Cuyahoga County,39035,Ohio,1296.0,75460
2057,Darke County,39037,Ohio,1746.0,64767
2058,Defiance County,39039,Ohio,1502.0,70762
2059,Delaware County,39041,Ohio,1000.0,130488
2060,Erie County,39043,Ohio,1814.0,68826
2061,Fairfield County,39045,Ohio,1435.0,83773
2062,Fayette County,39047,Ohio,1510.0,60637
2063,Franklin County,39049,Ohio,1412.0,81791
2064,Fulton County,39051,Ohio,2300.0,72847
2065,Gallia County,39053,Ohio,1260.0,56184
2066,Geauga County,39055,Ohio,965.0,120376
2067,Greene County,39057,Ohio,1622.0,90572
2068,Guernsey County,39059,Ohio,1473.0,56201
2069,Hamilton County,39061,Ohio,1628.0,83983
2070,Hancock County,39063,Ohio,1650.0,77579
2071,Hardin County,39065,Ohio,1431.0,59239
2072,Harrison County,39067,Ohio,1843.0,58877
2073,Henry County,39069,Ohio,1544.0,69797
2074,Highland County,39071,Ohio,1572.0,57055
2075,Hocking County,39073,Ohio,1697.0,60814
2076,Holmes County,39075,Ohio,1875.0,78695
2077,Huron County,39077,Ohio,1624.0,64177
2078,Jackson County,39079,Ohio,2034.0,54788
2079,Jefferson County,39081,Ohio,1853.0,64461
2080,Knox County,39083,Ohio,1298.0,65884
2081,Lake County,39085,Ohio,1318.0,83949
2082,Lawrence County,39087,Ohio,2128.0,57900
2083,Licking County,39089,Ohio,1609.0,83731
2084,Logan County,39091,Ohio,1625.0,67609
2085,Lorain County,39093,Ohio,1323.0,78048
2086,Lucas County,39095,Ohio,1895.0,66196
2087,Madison County,39097,Ohio,1845.0,80542
2088,Mahoning County,39099,Ohio,1753.0,67418
2089,Marion County,39101,Ohio,1383.0,54542
2090,Medina County,39103,Ohio,1073.0,95224
2091,Meigs County,39105,Ohio,1390.0,59124
2092,Mercer County,39107,Ohio,2001.0,72966
2093,Miami County,39109,Ohio,1970.0,75288
2094,Monroe County,39111,Ohio,1857.0,58689
2095,Montgomery County,39113,Ohio,1512.0,69221
2096,Morgan County,39115,Ohio,1264.0,52884
2097,Morrow County,39117,Ohio,1200.0,72387
2098,Muskingum County,39119,Ohio,1452.0,65748
2099,Noble County,39121,Ohio,1835.1216158143532,64047
2100,Ottawa County,39123,Ohio,1367.0,75676
2101,Paulding County,39125,Ohio,1935.0,63069
2102,Perry County,39127,Ohio,1396.0,58606
2103,Pickaway County,39129,Ohio,1374.0,73860
2104,Pike County,39131,Ohio,1721.0,58477
2105,Portage County,39133,Ohio,1104.0,82333
2106,Preble County,39135,Ohio,1691.0,67935
2107,Putnam County,39137,Ohio,2019.0,77229
2108,Richland County,39139,Ohio,1733.0,61538
2109,Ross County,39141,Ohio,1604.0,60114
2110,Sandusky County,39143,Ohio,1375.0,63667
2111,Scioto County,39145,Ohio,1359.0,53019
2112,Seneca County,39147,Ohio,1941.0,63846
2113,Shelby County,39149,Ohio,2253.0,74898
2114,Stark County,39151,Ohio,1623.0,67188
2115,Summit County,39153,Ohio,1305.0,79109
2116,Trumbull County,39155,Ohio,1614.0,60247
2117,Tuscarawas County,39157,Ohio,1569.0,66384
2118,Union County,39159,Ohio,1685.0,97740
2119,Van Wert County,39161,Ohio,1667.0,65454
2120,Vinton County,39163,Ohio,1245.0,51897
2121,Warren County,39165,Ohio,1393.0,109950
2122,Washington County,39167,Ohio,1188.0,65269
2123,Wayne County,39169,Ohio,1416.0,71609
2124,Williams County,39171,Ohio,1528.0,60390
2125,Wood County,39173,Ohio,2086.0,82558
2126,Wyandot County,39175,Ohio,1197.0,65469
2127,Adair County,40001,Oklahoma,1749.0,45683
2128,Alfalfa County,40003,Oklahoma,1835.1216158143532,82421
2129,Atoka County,40005,Oklahoma,2227.0,56713
2130,Beaver County,40007,Oklahoma,1835.1216158143532,64538
2131,Beckham County,40009,Oklahoma,2770.0,67293
2132,Blaine County,40011,Oklahoma,1835.1216158143532,66723
2133,Bryan County,40013,Oklahoma,2546.0,60665
2134,Caddo County,40015,Oklahoma,3025.0,59020
2135,Canadian County,40017,Oklahoma,2095.0,82480
2136,Carter County,40019,Oklahoma,2045.0,64290
2137,Cherokee County,40021,Oklahoma,1893.0,53780
2138,Choctaw County,40023,Oklahoma,3321.0,49994
2139,Cimarron County,40025,Oklahoma,1835.1216158143532,61334
2140,Cleveland County,40027,Oklahoma,2337.0,79417
2141,Coal County,40029,Oklahoma,1835.1216158143532,60882
2142,Comanche County,40031,Oklahoma,2260.0,66258
2143,Cotton County,40033,Oklahoma,1835.1216158143532,58844
2144,Craig County,40035,Oklahoma,2119.0,52942
2145,Creek County,40037,Oklahoma,2311.0,71791
2146,Custer County,40039,Oklahoma,2484.0,67251
2147,Delaware County,40041,Oklahoma,1892.0,55797
2148,Dewey County,40043,Oklahoma,1835.1216158143532,73629
2149,Ellis County,40045,Oklahoma,1835.1216158143532,64967
2150,Garfield County,40047,Oklahoma,1858.0,66329
2151,Garvin County,40049,Oklahoma,2155.0,58674
2152,Grady County,40051,Oklahoma,1675.0,75021
2153,Grant County,40053,Oklahoma,1835.1216158143532,69667
2154,Greer County,40055,Oklahoma,1835.1216158143532,49411
2155,Harmon County,40057,Oklahoma,1835.1216158143532,57353
2156,Harper County,40059,Oklahoma,1835.1216158143532,64657
2157,Haskell County,40061,Oklahoma,1742.0,53643
2158,Hughes County,40063,Oklahoma,1835.0,58474
2159,Jackson County,40065,Oklahoma,2928.0,58868
2160,Jefferson County,40067,Oklahoma,1835.1216158143532,47750
2161,Johnston County,40069,Oklahoma,2967.0,51905
2162,Kay County,40071,Oklahoma,1659.0,60837
2163,Kingfisher County,40073,Oklahoma,1308.0,84818
2164,Kiowa County,40075,Oklahoma,2984.0,49673
2165,Latimer County,40077,Oklahoma,1835.1216158143532,59018
2166,Le Flore County,40079,Oklahoma,2329.0,53854
2167,Lincoln County,40081,Oklahoma,2383.0,63442
2168,Logan County,40083,Oklahoma,1834.0,80690
2169,Love County,40085,Oklahoma,2051.0,60758
2170,McClain County,40087,Oklahoma,2197.0,79843
2171,McCurtain County,40089,Oklahoma,1777.0,49229
2172,McIntosh County,40091,Oklahoma,2370.0,52259
2173,Major County,40093,Oklahoma,1835.1216158143532,72207
2174,Marshall County,40095,Oklahoma,3267.0,60318
2175,Mayes County,40097,Oklahoma,2265.0,60681
2176,Murray County,40099,Oklahoma,1779.0,65491
2177,Muskogee County,40101,Oklahoma,2044.0,62402
2178,Noble County,40103,Oklahoma,3551.0,69063
2179,Nowata County,40105,Oklahoma,1835.1216158143532,53354
2180,Okfuskee County,40107,Oklahoma,1853.0,49146
2181,Oklahoma County,40109,Oklahoma,2149.0,77977
2182,Okmulgee County,40111,Oklahoma,2467.0,56566
2183,Osage County,40113,Oklahoma,2345.0,61533
2184,Ottawa County,40115,Oklahoma,2789.0,51619
2185,Pawnee County,40117,Oklahoma,2296.0,60959
2186,Payne County,40119,Oklahoma,2928.0,67211
2187,Pittsburg County,40121,Oklahoma,2663.0,61038
2188,Pontotoc County,40123,Oklahoma,1622.0,63474
2189,Pottawatomie County,40125,Oklahoma,2176.0,60846
2190,Pushmataha County,40127,Oklahoma,2436.0,56948
2191,Roger Mills County,40129,Oklahoma,1835.1216158143532,68594
2192,Rogers County,40131,Oklahoma,2135.0,82894
2193,Seminole County,40133,Oklahoma,1821.0,52415
2194,Sequoyah County,40135,Oklahoma,2016.0,51075
2195,Stephens County,40137,Oklahoma,1991.0,62827
2196,Texas County,40139,Oklahoma,1783.0,60584
2197,Tillman County,40141,Oklahoma,1835.1216158143532,55563
2198,Tulsa County,40143,Oklahoma,2380.0,79374
2199,Wagoner County,40145,Oklahoma,2072.0,76909
2200,Washington County,40147,Oklahoma,2498.0,74036
2201,Washita County,40149,Oklahoma,1919.0,65890
2202,Woods County,40151,Oklahoma,1835.1216158143532,69036
2203,Woodward County,40153,Oklahoma,2053.0,75856
2204,Baker County,41001,Oregon,926.0,58983
2205,Benton County,41003,Oregon,1487.0,83121
2206,Clackamas County,41005,Oregon,1447.0,109685
2207,Clatsop County,41007,Oregon,2102.0,67456
2208,Columbia County,41009,Oregon,1591.0,74439
2209,Coos County,41011,Oregon,1446.0,60411
2210,Crook County,41013,Oregon,716.0,59804
2211,Curry County,41015,Oregon,1237.0,59438
2212,Deschutes County,41017,Oregon,1523.0,92270
2213,Douglas County,41019,Oregon,1437.0,59497
2214,Gilliam County,41021,Oregon,1835.1216158143532,56349
2215,Grant County,41023,Oregon,1835.1216158143532,56653
2216,Harney County,41025,Oregon,1835.1216158143532,59842
2217,Hood River County,41027,Oregon,1835.1216158143532,85164
2218,Jackson County,41029,Oregon,1694.0,75098
2219,Jefferson County,41031,Oregon,1562.0,61780
2220,Josephine County,41033,Oregon,1392.0,62844
2221,Klamath County,41035,Oregon,1725.0,56559
2222,Lake County,41037,Oregon,1835.1216158143532,50617
2223,Lane County,41039,Oregon,1374.0,70610
2224,Lincoln County,41041,Oregon,1726.0,60104
2225,Linn County,41043,Oregon,1767.0,68989
2226,Malheur County,41045,Oregon,1232.0,55466
2227,Marion County,41047,Oregon,1434.0,72139
2228,Morrow County,41049,Oregon,1835.1216158143532,65186
2229,Multnomah County,41051,Oregon,1600.0,96037
2230,Polk County,41053,Oregon,1535.0,82141
2231,Sherman County,41055,Oregon,1835.1216158143532,72537
2232,Tillamook County,41057,Oregon,1167.0,63543
2233,Umatilla County,41059,Oregon,1419.0,67540
2234,Union County,41061,Oregon,1300.0,67363
2235,Wallowa County,41063,Oregon,1835.1216158143532,62804
2236,Wasco County,41065,Oregon,1086.0,64819
2237,Washington County,41067,Oregon,1630.0,104704
2238,Wheeler County,41069,Oregon,1835.1216158143532,46913
2239,Yamhill County,41071,Oregon,1528.0,82789
2240,Adams County,42001,Pennsylvania,2009.0,76958
2241,Allegheny County,42003,Pennsylvania,1877.0,85453
2242,Armstrong County,42005,Pennsylvania,1826.0,65319
2243,Beaver County,42007,Pennsylvania,1714.0,68766
2244,Bedford County,42009,Pennsylvania,2072.0,60628
2245,Berks County,42011,Pennsylvania,2126.0,82342
2246,Blair County,42013,Pennsylvania,1649.0,66095
2247,Bradford County,42015,Pennsylvania,2396.0,66337
2248,Bucks County,42017,Pennsylvania,1569.0,117488
2249,Butler County,42019,Pennsylvania,1692.0,90006
2250,Cambria County,42021,Pennsylvania,1731.0,58267
2251,Cameron County,42023,Pennsylvania,1835.1216158143532,53580
2252,Carbon County,42025,Pennsylvania,2226.0,64567
2253,Centre County,42027,Pennsylvania,1435.0,75355
2254,Chester County,42029,Pennsylvania,1751.0,130858
2255,Clarion County,42031,Pennsylvania,1738.0,58338
2256,Clearfield County,42033,Pennsylvania,1287.0,61193
2257,Clinton County,42035,Pennsylvania,1457.0,60724
2258,Columbia County,42037,Pennsylvania,1594.0,64635
2259,Crawford County,42039,Pennsylvania,1990.0,64645
2260,Cumberland County,42041,Pennsylvania,1942.0,94267
2261,Dauphin County,42043,Pennsylvania,2044.0,81631
2262,Delaware County,42045,Pennsylvania,1659.0,103702
2263,Elk County,42047,Pennsylvania,2356.0,64048
2264,Erie County,42049,Pennsylvania,1599.0,64585
2265,Fayette County,42051,Pennsylvania,1699.0,66354
2266,Forest County,42053,Pennsylvania,1835.1216158143532,46986
2267,Franklin County,42055,Pennsylvania,2207.0,76310
2268,Fulton County,42057,Pennsylvania,1381.0,61775
2269,Greene County,42059,Pennsylvania,1563.0,69275
2270,Huntingdon County,42061,Pennsylvania,1612.0,60455
2271,Indiana County,42063,Pennsylvania,1560.0,63257
2272,Jefferson County,42065,Pennsylvania,2277.0,59036
2273,Juniata County,42067,Pennsylvania,1741.0,64232
2274,Lackawanna County,42069,Pennsylvania,1636.0,67631
2275,Lancaster County,42071,Pennsylvania,1608.0,85427
2276,Lawrence County,42073,Pennsylvania,2041.0,61859
2277,Lebanon County,42075,Pennsylvania,2054.0,73313
2278,Lehigh County,42077,Pennsylvania,2092.0,84151
2279,Luzerne County,42079,Pennsylvania,1757.0,68960
2280,Lycoming County,42081,Pennsylvania,1539.0,67489
2281,McKean County,42083,Pennsylvania,1824.0,61911
2282,Mercer County,42085,Pennsylvania,1585.0,63746
2283,Mifflin County,42087,Pennsylvania,1834.0,59587
2284,Monroe County,42089,Pennsylvania,2277.0,78152
2285,Montgomery County,42091,Pennsylvania,1606.0,124717
2286,Montour County,42093,Pennsylvania,1758.0,80783
2287,Northampton County,42095,Pennsylvania,2001.0,89577
2288,Northumberland County,42097,Pennsylvania,2199.0,63208
2289,Perry County,42099,Pennsylvania,2012.0,74190
2290,Philadelphia County,42101,Pennsylvania,1741.0,69025
2291,Pike County,42103,Pennsylvania,2022.0,82340
2292,Potter County,42105,Pennsylvania,1609.0,56226
2293,Schuylkill County,42107,Pennsylvania,1978.0,63833
2294,Snyder County,42109,Pennsylvania,2326.0,69966
2295,Somerset County,42111,Pennsylvania,1807.0,67581
2296,Sullivan County,42113,Pennsylvania,1835.1216158143532,62082
2297,Susquehanna County,42115,Pennsylvania,1929.0,69911
2298,Tioga County,42117,Pennsylvania,1757.0,63777
2299,Union County,42119,Pennsylvania,933.0,75371
2300,Venango County,42121,Pennsylvania,1388.0,60941
2301,Warren County,42123,Pennsylvania,1729.0,63033
2302,Washington County,42125,Pennsylvania,1756.0,84968
2303,Wayne County,42127,Pennsylvania,1601.0,68249
2304,Westmoreland County,42129,Pennsylvania,1708.0,77136
2305,Wyoming County,42131,Pennsylvania,1822.0,71356
2306,York County,42133,Pennsylvania,1776.0,83566
2307,Bristol County,44001,Rhode Island,1328.0,108279
2308,Kent County,44003,Rhode Island,2064.0,89183
2309,Newport County,44005,Rhode Island,1485.0,112309
2310,Providence County,44007,Rhode Island,1670.0,74206
2311,Washington County,44009,Rhode Island,1254.0,112267
2312,Abbeville County,45001,South Carolina,2063.0,51486
2313,Aiken County,45003,South Carolina,2303.0,70625
2314,Allendale County,45005,South Carolina,3108.0,38401
2315,Anderson County,45007,South Carolina,2144.0,69079
2316,Bamberg County,45009,South Carolina,2237.0,47509
2317,Barnwell County,45011,South Carolina,1998.0,48742
2318,Beaufort County,45013,South Carolina,2156.0,92193
2319,Berkeley County,45015,South Carolina,2055.0,78381
2320,Calhoun County,45017,South Carolina,2848.0,60797
2321,Charleston County,45019,South Carolina,1883.0,96716
2322,Cherokee County,45021,South Carolina,2070.0,52714
2323,Chester County,45023,South Carolina,1838.0,51811
2324,Chesterfield County,45025,South Carolina,1697.0,51767
2325,Clarendon County,45027,South Carolina,1912.0,52668
2326,Colleton County,45029,South Carolina,2162.0,51053
2327,Darlington County,45031,South Carolina,1657.0,51122
2328,Dillon County,45033,South Carolina,1968.0,43942
2329,Dorchester County,45035,South Carolina,2219.0,84182
2330,Edgefield County,45037,South Carolina,2498.0,69741
2331,Fairfield County,45039,South Carolina,2019.0,54010
2332,Florence County,45041,South Carolina,1774.0,71363
2333,Georgetown County,45043,South Carolina,1382.0,71010
2334,Greenville County,45045,South Carolina,2340.0,81375
2335,Greenwood County,45047,South Carolina,2016.0,60070
2336,Hampton County,45049,South Carolina,1910.0,43009
2337,Horry County,45051,South Carolina,1940.0,65575
2338,Jasper County,45053,South Carolina,2000.0,58336
2339,Kershaw County,45055,South Carolina,1957.0,62244
2340,Lancaster County,45057,South Carolina,2032.0,85008
2341,Laurens County,45059,South Carolina,2743.0,55429
2342,Lee County,45061,South Carolina,2527.0,45875
2343,Lexington County,45063,South Carolina,2276.0,75431
2344,McCormick County,45065,South Carolina,1835.1216158143532,57950
2345,Marion County,45067,South Carolina,1914.0,50693
2346,Marlboro County,45069,South Carolina,1879.0,45307
2347,Newberry County,45071,South Carolina,2218.0,57692
2348,Oconee County,45073,South Carolina,2481.0,64241
2349,Orangeburg County,45075,South Carolina,2036.0,47034
2350,Pickens County,45077,South Carolina,2590.0,67183
2351,Richland County,45079,South Carolina,2200.0,72184
2352,Saluda County,45081,South Carolina,1410.0,58014
2353,Spartanburg County,45083,South Carolina,2190.0,69330
2354,Sumter County,45085,South Carolina,2342.0,59762
2355,Union County,45087,South Carolina,2334.0,52916
2356,Williamsburg County,45089,South Carolina,1476.0,46239
2357,York County,45091,South Carolina,2367.0,86505
2358,Aurora County,46003,South Dakota,1835.1216158143532,74162
2359,Beadle County,46005,South Dakota,2284.0,62290
2360,Bennett County,46007,South Dakota,1835.1216158143532,55926
2361,Bon Homme County,46009,South Dakota,1835.1216158143532,63872
2362,Brookings County,46011,South Dakota,1835.1216158143532,71335
2363,Brown County,46013,South Dakota,1841.0,75524
2364,Brule County,46015,South Dakota,1835.1216158143532,74483
2365,Buffalo County,46017,South Dakota,1835.1216158143532,39854
2366,Butte County,46019,South Dakota,1835.1216158143532,63626
2367,Campbell County,46021,South Dakota,1835.1216158143532,90701
2368,Charles Mix County,46023,South Dakota,1835.1216158143532,60837
2369,Clark County,46025,South Dakota,1835.1216158143532,72269
2370,Clay County,46027,South Dakota,1835.1216158143532,69188
2371,Codington County,46029,South Dakota,1742.0,69473
2372,Corson County,46031,South Dakota,1835.1216158143532,53541
2373,Custer County,46033,South Dakota,1835.1216158143532,66094
2374,Davison County,46035,South Dakota,1855.0,66661
2375,Day County,46037,South Dakota,1835.1216158143532,64389
2376,Deuel County,46039,South Dakota,1835.1216158143532,68565
2377,Dewey County,46041,South Dakota,1835.1216158143532,55560
2378,Douglas County,46043,South Dakota,1835.1216158143532,71895
2379,Edmunds County,46045,South Dakota,1835.1216158143532,79393
2380,Fall River County,46047,South Dakota,1835.1216158143532,59325
2381,Faulk County,46049,South Dakota,1835.1216158143532,69215
2382,Grant County,46051,South Dakota,1835.1216158143532,73392
2383,Gregory County,46053,South Dakota,1835.1216158143532,62787
2384,Haakon County,46055,South Dakota,1835.1216158143532,55996
2385,Hamlin County,46057,South Dakota,1835.1216158143532,75699
2386,Hand County,46059,South Dakota,1835.1216158143532,72430
2387,Hanson County,46061,South Dakota,1835.1216158143532,74169
2388,Harding County,46063,South Dakota,1835.1216158143532,75776
2389,Hughes County,46065,South Dakota,1835.1216158143532,78049
2390,Hutchinson County,46067,South Dakota,1835.1216158143532,70199
2391,Hyde County,46069,South Dakota,1835.1216158143532,70770
2392,Jackson County,46071,South Dakota,1835.1216158143532,42921
2393,Jerauld County,46073,South Dakota,1835.1216158143532,86291
2394,Jones County,46075,South Dakota,1835.1216158143532,52820
2395,Kingsbury County,46077,South Dakota,1835.1216158143532,69980
2396,Lake County,46079,South Dakota,1835.1216158143532,79805
2397,Lawrence County,46081,South Dakota,1778.0,71391
2398,Lincoln County,46083,South Dakota,1601.0,109824
2399,Lyman County,46085,South Dakota,1835.1216158143532,60510
2400,McCook County,46087,South Dakota,1835.1216158143532,71858
2401,McPherson County,46089,South Dakota,1835.1216158143532,61829
2402,Marshall County,46091,South Dakota,1835.1216158143532,74594
2403,Meade County,46093,South Dakota,4830.0,70606
2404,Mellette County,46095,South Dakota,1835.1216158143532,41601
2405,Miner County,46097,South Dakota,1835.1216158143532,64339
2406,Minnehaha County,46099,South Dakota,2307.0,73636
2407,Moody County,46101,South Dakota,1835.1216158143532,73255
2408,Oglala Lakota County,46102,South Dakota,1835.1216158143532,43132
2409,Pennington County,46103,South Dakota,3063.0,77041
2410,Perkins County,46105,South Dakota,1835.1216158143532,73612
2411,Potter County,46107,South Dakota,1835.1216158143532,71638
2412,Roberts County,46109,South Dakota,1835.1216158143532,68604
2413,Sanborn County,46111,South Dakota,1835.1216158143532,75435
2414,Spink County,46115,South Dakota,1835.1216158143532,80654
2415,Stanley County,46117,South Dakota,1835.1216158143532,86935
2416,Sully County,46119,South Dakota,1835.1216158143532,97635
2417,Todd County,46121,South Dakota,2524.0,37546
2418,Tripp County,46123,South Dakota,1835.1216158143532,59374
2419,Turner County,46125,South Dakota,1835.1216158143532,68802
2420,Union County,46127,South Dakota,1835.1216158143532,94387
2421,Walworth County,46129,South Dakota,1835.1216158143532,70943
2422,Yankton County,46135,South Dakota,1858.0,75993
2423,Ziebach County,46137,South Dakota,1835.1216158143532,50017
2424,Anderson County,47001,Tennessee,2251.0,65130
2425,Bedford County,47003,Tennessee,1610.0,65688
2426,Benton County,47005,Tennessee,1152.0,47388
2427,Bledsoe County,47007,Tennessee,3016.0,61734
2428,Blount County,47009,Tennessee,2144.0,74417
2429,Bradley County,47011,Tennessee,2163.0,69462
2430,Campbell County,47013,Tennessee,1704.0,54697
2431,Cannon County,47015,Tennessee,1824.0,60817
2432,Carroll County,47017,Tennessee,1559.0,54220
2433,Carter County,47019,Tennessee,2546.0,50467
2434,Cheatham County,47021,Tennessee,1698.0,69665
2435,Chester County,47023,Tennessee,1858.0,58547
2436,Claiborne County,47025,Tennessee,1342.0,48836
2437,Clay County,47027,Tennessee,1835.1216158143532,45705
2438,Cocke County,47029,Tennessee,2278.0,48622
2439,Coffee County,47031,Tennessee,2179.0,64384
2440,Crockett County,47033,Tennessee,1908.0,55463
2441,Cumberland County,47035,Tennessee,2080.0,56496
2442,Davidson County,47037,Tennessee,1948.0,87535
2443,Decatur County,47039,Tennessee,1791.0,58466
2444,DeKalb County,47041,Tennessee,1686.0,64331
2445,Dickson County,47043,Tennessee,1861.0,67864
2446,Dyer County,47045,Tennessee,2292.0,62859
2447,Fayette County,47047,Tennessee,1780.0,79807
2448,Fentress County,47049,Tennessee,1877.0,45425
2449,Franklin County,47051,Tennessee,1719.0,67080
2450,Gibson County,47053,Tennessee,1762.0,56155
2451,Giles County,47055,Tennessee,1893.0,59213
2452,Grainger County,47057,Tennessee,2127.0,55065
2453,Greene County,47059,Tennessee,2487.0,61071
2454,Grundy County,47061,Tennessee,1291.0,49744
2455,Hamblen County,47063,Tennessee,1745.0,55363
2456,Hamilton County,47065,Tennessee,1967.0,79174
2457,Hancock County,47067,Tennessee,1835.1216158143532,46443
2458,Hardeman County,47069,Tennessee,1194.0,49944
2459,Hardin County,47071,Tennessee,1937.0,55860
2460,Hawkins County,47073,Tennessee,1858.0,55466
2461,Haywood County,47075,Tennessee,2515.0,53838
2462,Henderson County,47077,Tennessee,1527.0,54443
2463,Henry County,47079,Tennessee,1501.0,53556
2464,Hickman County,47081,Tennessee,1903.0,60591
2465,Houston County,47083,Tennessee,1835.1216158143532,56636
2466,Humphreys County,47085,Tennessee,1826.0,56172
2467,Jackson County,47087,Tennessee,1920.0,47723
2468,Jefferson County,47089,Tennessee,2009.0,64654
2469,Johnson County,47091,Tennessee,1314.0,48422
2470,Knox County,47093,Tennessee,2154.0,77584
2471,Lake County,47095,Tennessee,1835.1216158143532,56301
2472,Lauderdale County,47097,Tennessee,1904.0,49469
2473,Lawrence County,47099,Tennessee,1401.0,53405
2474,Lewis County,47101,Tennessee,1097.0,52639
2475,Lincoln County,47103,Tennessee,2485.0,61014
2476,Loudon County,47105,Tennessee,2471.0,74705
2477,McMinn County,47107,Tennessee,2249.0,58593
2478,McNairy County,47109,Tennessee,1995.0,49865
2479,Macon County,47111,Tennessee,1694.0,55081
2480,Madison County,47113,Tennessee,2010.0,67782
2481,Marion County,47115,Tennessee,1785.0,59882
2482,Marshall County,47117,Tennessee,2092.0,62886
2483,Maury County,47119,Tennessee,2038.0,72552
2484,Meigs County,47121,Tennessee,2653.0,57326
2485,Monroe County,47123,Tennessee,1884.0,53286
2486,Montgomery County,47125,Tennessee,2002.0,71266
2487,Moore County,47127,Tennessee,1835.1216158143532,73086
2488,Morgan County,47129,Tennessee,2739.0,55123
