,tract,year,16+_Pop,16+_Labor,16+_Employed
148,4003000302,2017,3604.0,1632.0,1594.0
149,4003000302,2018,3557.0,1412.0,1389.0
150,4003000302,2019,3515.0,1520.0,1504.0
151,4003000302,2020,3324.25,1469.25,1433.25
152,4003000302,2021,3133.5,1418.5,1362.5
153,4003000302,2022,2942.75,1367.75,1291.75
154,4003000303,2016,2752.0,1317.0,1221.0
155,4003000303,2017,2843.0,1315.0,1235.0
156,4003000303,2018,2842.0,1305.0,1227.0
157,4003000303,2019,2932.0,1373.0,1290.0
158,4003000303,2020,2948.0,1328.0,1277.0
159,4003000303,2021,2546.0,1135.0,1087.6666666666667
160,4003000303,2022,2144.0,942.0,898.3333333333333
161,4003000400,2016,1742.0,749.0,709.0
162,4003000400,2017,1835.0,755.0,697.0
163,4003000400,2018,1814.0,685.0,631.0
164,4003000400,2019,1730.0,697.0,643.0
165,4003000400,2020,1690.0,711.0,671.0
166,4003000400,2021,4272.333333333334,885.0,818.3333333333334
167,4003000400,2022,6854.666666666667,1059.0,965.6666666666667
168,4003000500,2016,9437.0,1233.0,1113.0
169,4003000500,2017,8709.0,1120.0,1031.0
170,4003000500,2018,7566.0,1117.0,1019.0
171,4003000500,2019,7182.0,1071.0,973.0
172,4003000500,2020,6097.0,1109.75,951.0
173,4003000500,2021,5012.0,1148.5,929.0
174,4003000500,2022,3927.0,1187.25,907.0
175,4003000600,2016,2842.0,1226.0,885.0
176,4003000600,2017,3309.0,1238.0,983.0
177,4003000600,2018,2975.0,1083.0,960.0
178,4003000600,2019,2911.0,1244.0,1120.0
179,4003000600,2020,2919.0,1288.0,1085.0
180,4003000600,2021,2805.0,1303.3333333333333,1121.6666666666667
181,4003000600,2022,2691.0,1318.6666666666667,1158.3333333333333
182,4003000700,2016,2577.0,1334.0,1195.0
183,4003000700,2017,2739.0,1445.0,1324.0
184,4003000700,2018,2881.0,1506.0,1405.0
185,4003000700,2019,2911.0,1550.0,1430.0
186,4003000700,2020,3452.0,1864.0,1706.0
187,4003000700,2021,3170.3333333333335,1696.3333333333333,1557.3333333333333
188,4003000700,2022,2888.6666666666665,1528.6666666666667,1408.6666666666667
189,4003000800,2016,2607.0,1361.0,1260.0
190,4003000800,2017,2647.0,1518.0,1409.0
191,4003000800,2018,3009.0,1723.0,1579.0
192,4003000800,2019,3024.0,1692.0,1531.0
193,4003000800,2020,3313.0,1726.0,1454.0
194,4003000800,2021,2728.3333333333335,1370.3333333333333,1162.3333333333333
195,4003000800,2022,2143.666666666667,1014.6666666666666,870.6666666666666
196,4003000901,2016,1559.0,659.0,579.0
197,4003000901,2017,1501.0,647.0,556.0
198,4003000901,2018,1667.0,761.0,645.0
199,4003000901,2019,1816.0,845.0,767.0
200,4003000901,2020,1858.0,972.0,859.0
201,4003000901,2021,1627.0,822.3333333333334,720.6666666666666
202,4003000901,2022,1396.0,672.6666666666667,582.3333333333333
203,4003000902,2016,1165.0,523.0,444.0
204,4003000902,2017,1279.0,672.0,490.0
205,4003000902,2018,1569.0,874.0,653.0
206,4003000902,2019,1611.0,853.0,622.0
207,4003000902,2020,1940.0,1182.0,928.0
208,4003000902,2021,1729.6666666666667,944.6666666666666,759.0
209,4003000902,2022,1519.3333333333333,707.3333333333333,590.0
210,4003001000,2016,1309.0,470.0,421.0
211,4003001000,2017,1282.0,479.0,439.0
212,4003001000,2018,1235.0,389.0,377.0
213,4003001000,2019,1283.0,452.0,441.0
214,4003001000,2020,1577.0,475.0,475.0
215,4003001000,2021,1999.3333333333333,795.6666666666667,767.0
216,4003001000,2022,2421.6666666666665,1116.3333333333335,1059.0
217,4003001100,2016,2844.0,1437.0,1351.0
218,4003001100,2017,2723.0,1335.0,1306.0
219,4003001100,2018,2591.0,1136.0,1104.0
220,4003001100,2019,2557.0,1191.0,1157.0
221,4003001100,2020,2610.0,1239.0,1206.0
222,4003001100,2021,2490.6666666666665,1201.6666666666667,1165.0
223,4003001100,2022,2371.3333333333335,1164.3333333333333,1124.0
224,4003001200,2016,2252.0,1127.0,1083.0
225,4003001200,2017,2406.0,1185.0,1136.0
226,4003001200,2018,2606.0,1197.0,1162.0
227,4003001200,2019,2603.0,1152.0,1107.0
228,4003001200,2020,2777.0,1237.0,1187.0
229,4003001200,2021,3282.6666666666665,1635.6666666666667,1553.6666666666667
230,4003001200,2022,3788.3333333333335,2034.3333333333335,1920.3333333333335
231,4003001300,2016,4294.0,2433.0,2287.0
232,4003001300,2017,4363.0,2491.0,2322.0
233,4003001300,2018,4393.0,2391.0,2205.0
234,4003001300,2019,4466.0,2393.0,2230.0
235,4003001300,2020,4301.75,2620.25,1824.5
236,4003001300,2021,4137.5,2847.5,1419.0
237,4003001300,2022,3973.25,3074.75,1013.5
238,4003001401,2016,3809.0,3302.0,608.0
239,4003001401,2017,3493.0,2957.0,601.0
240,4003001401,2018,3399.0,2933.0,558.0
241,4003001401,2019,3344.0,2873.0,539.0
242,4003001401,2020,3379.0,3067.0,448.0
243,4003001401,2021,2464.3333333333335,2204.0,343.3333333333333
244,4003001401,2022,1549.6666666666667,1341.0,238.66666666666666
245,4003001402,2016,635.0,478.0,134.0
246,4003001402,2017,602.0,445.0,141.0
247,4003001402,2018,679.0,489.0,187.0
248,4003001402,2019,638.0,506.0,191.0
249,4003001402,2020,890.0,712.0,353.0
250,4003001402,2021,1432.3333333333335,970.3333333333333,618.3333333333333
251,4003001402,2022,1974.6666666666667,1228.6666666666665,883.6666666666666
252,4003001501,2016,2517.0,1487.0,1149.0
253,4003001501,2017,2462.0,1369.0,1147.0
254,4003001501,2018,2471.0,1379.0,1134.0
255,4003001501,2019,2556.0,1420.0,1226.0
256,4003001501,2020,2731.0,1434.0,1229.0
257,4003001501,2021,2804.0,1554.3333333333333,1306.0
258,4003001501,2022,2877.0,1674.6666666666667,1383.0
259,4003001502,2016,2950.0,1795.0,1460.0
260,4003001502,2017,2718.0,1708.0,1407.0
261,4003001502,2018,2637.0,1603.0,1375.0
262,4003001502,2019,2525.0,1445.0,1264.0
263,4003001502,2020,2657.0,1463.0,1265.0
264,4003001502,2021,3077.0,1800.6666666666667,1561.6666666666667
265,4003001502,2022,3497.0,2138.3333333333335,1858.3333333333335
266,4003001601,2016,3917.0,2476.0,2155.0
267,4003001601,2017,3849.0,2468.0,2181.0
268,4003001601,2018,4121.0,2542.0,2242.0
269,4003001601,2019,4267.0,2693.0,2379.0
270,4003001601,2020,3799.0,2468.0,2243.0
271,4003001601,2021,3387.0,2108.3333333333335,1893.0
272,4003001601,2022,2975.0,1748.6666666666665,1543.0
273,4003001602,2016,2563.0,1389.0,1193.0
274,4003001602,2017,2677.0,1425.0,1216.0
275,4003001602,2018,2784.0,1469.0,1265.0
276,4003001602,2019,2814.0,1422.0,1164.0
277,4003001602,2020,2886.0,1607.0,1362.0
278,4003001602,2021,2841.0,1644.3333333333333,1431.6666666666667
279,4003001602,2022,2796.0,1681.6666666666667,1501.3333333333333
280,4003001701,2016,2751.0,1719.0,1571.0
281,4003001701,2017,2675.0,1738.0,1606.0
282,4003001701,2018,3055.0,1815.0,1675.0
283,4003001701,2019,3190.0,1913.0,1732.0
284,4003001701,2020,3359.0,2138.0,1894.0
285,4003001701,2021,3228.0,1975.0,1724.0
286,4003001701,2022,3097.0,1812.0,1554.0
287,4003001702,2016,2966.0,1649.0,1384.0
288,4003001702,2017,2817.0,1621.0,1392.0
289,4003001702,2018,2838.0,1617.0,1379.0
290,4003001702,2019,2816.0,1529.0,1370.0
291,4003001702,2020,2189.0,1082.0,1014.0
292,4003001702,2021,2705.3333333333335,1423.0,1301.0
293,4003001702,2022,3221.666666666667,1764.0,1588.0
294,4003001703,2016,3738.0,2105.0,1875.0
295,4003001703,2017,3614.0,2051.0,1847.0
296,4003001703,2018,3315.0,2003.0,1841.0
297,4003001703,2019,3464.0,1994.0,1899.0
298,4003001703,2020,2018.0,868.0,859.0
299,4003001703,2021,3798.333333333333,1679.3333333333335,1571.6666666666665
300,4003001703,2022,5578.666666666666,2490.666666666667,2284.333333333333
301,4003001800,2016,7359.0,3302.0,2997.0
302,4003001800,2017,7347.0,3261.0,2942.0
303,4003001800,2018,7261.0,3132.0,2786.0
304,4003001800,2019,7346.0,3005.0,2783.0
305,4003001800,2020,6862.5,3070.5,2840.0
306,4003001800,2021,6379.0,3136.0,2897.0
307,4003001800,2022,5895.5,3201.5,2954.0
308,4003001900,2016,5412.0,3267.0,3011.0
309,4003001900,2017,5529.0,3421.0,3194.0
310,4003001900,2018,5464.0,3177.0,2918.0
311,4003001900,2019,5342.0,2876.0,2701.0
312,4003001900,2020,5097.0,2728.0,2496.0
313,4003001900,2021,4798.333333333333,2594.6666666666665,2330.0
314,4003001900,2022,4499.666666666667,2461.3333333333335,2164.0
315,4003002001,2016,4201.0,2328.0,1998.0
316,4003002001,2017,4079.0,2312.0,2066.0
317,4003002001,2018,4290.0,2488.0,2278.0
318,4003002001,2019,4393.0,2648.0,2560.0
319,4003002001,2020,3784.0,2032.0,1990.0
320,4003002001,2021,3790.6666666666665,2072.3333333333335,1953.3333333333333
321,4003002001,2022,3797.3333333333335,2112.6666666666665,1916.6666666666667
322,4003002002,2016,3804.0,2153.0,1880.0
323,4003002002,2017,4001.0,2285.0,2043.0
324,4003002002,2018,3979.0,2086.0,1912.0
325,4003002002,2019,3847.0,2043.0,1904.0
326,4003002002,2020,4014.0,1908.0,1754.0
327,4003002002,2021,4143.333333333333,1981.3333333333333,1797.6666666666667
328,4003002002,2022,4272.666666666667,2054.6666666666665,1841.3333333333333
329,4003002100,2016,4402.0,2128.0,1885.0
330,4003002100,2017,4311.0,2200.0,2061.0
331,4003002100,2018,4247.0,2203.0,2031.0
332,4003002100,2019,4127.0,2113.0,1986.0
333,4003002100,2020,2633.0,1405.0,1343.0
334,4003002100,2021,2681.3333333333335,1562.0,1497.0
335,4003002100,2022,2729.6666666666665,1719.0,1651.0
336,4005000100,2016,2778.0,1876.0,1805.0
337,4005000100,2017,2728.0,1843.0,1796.0
338,4005000100,2018,2765.0,1848.0,1792.0
339,4005000100,2019,2769.0,1886.0,1817.0
340,4005000100,2020,2726.0,1783.0,1706.0
341,4005000100,2021,2878.3333333333335,1956.3333333333333,1883.6666666666667
342,4005000100,2022,3030.6666666666665,2129.6666666666665,2061.3333333333335
343,4005000200,2016,3183.0,2303.0,2239.0
344,4005000200,2017,3273.0,2363.0,2187.0
345,4005000200,2018,3181.0,2236.0,2023.0
346,4005000200,2019,3090.0,2153.0,2030.0
347,4005000200,2020,2913.0,2063.0,1959.0
348,4005000200,2021,3530.6666666666665,2461.3333333333335,2240.6666666666665
349,4005000200,2022,4148.333333333333,2859.6666666666665,2522.3333333333335
350,4005000300,2016,4766.0,3258.0,2804.0
351,4005000300,2017,4865.0,3393.0,3004.0
352,4005000300,2018,4744.0,3352.0,3125.0
353,4005000300,2019,4440.0,3039.0,2835.0
354,4005000300,2020,4346.5,3032.5,2844.25
355,4005000300,2021,4253.0,3026.0,2853.5
356,4005000300,2022,4159.5,3019.5,2862.75
357,4005000400,2016,4066.0,3013.0,2872.0
358,4005000400,2017,3940.0,2883.0,2750.0
359,4005000400,2018,3908.0,2708.0,2617.0
360,4005000400,2019,3994.0,2792.0,2705.0
361,4005000400,2020,3950.0,2821.0,2589.0
362,4005000400,2021,3643.3333333333335,2656.6666666666665,2465.6666666666665
363,4005000400,2022,3336.6666666666665,2492.3333333333335,2342.3333333333335
364,4005000500,2016,3030.0,2328.0,2219.0
365,4005000500,2017,2835.0,2203.0,2049.0
366,4005000500,2018,2701.0,2076.0,1987.0
367,4005000500,2019,3149.0,2478.0,2383.0
368,4005000500,2020,3001.0,2153.0,2066.0
369,4005000500,2021,3529.0,2495.6666666666665,2387.0
370,4005000500,2022,4057.0,2838.3333333333335,2708.0
371,4005000600,2016,4585.0,3181.0,3029.0
372,4005000600,2017,4382.0,3229.0,3087.0
373,4005000600,2018,4333.0,3100.0,2996.0
374,4005000600,2019,4411.0,2970.0,2861.0
375,4005000600,2020,4017.5,2779.25,2681.25
376,4005000600,2021,3624.0,2588.5,2501.5
377,4005000600,2022,3230.5,2397.75,2321.75
378,4005000700,2016,2837.0,2207.0,2142.0
379,4005000700,2017,2944.0,2358.0,2291.0
380,4005000700,2018,2910.0,2244.0,2165.0
381,4005000700,2019,3088.0,2322.0,2251.0
382,4005000700,2020,1988.0,1551.0,1533.0
383,4005000700,2021,3008.3333333333335,2192.0,2099.6666666666665
384,4005000700,2022,4028.666666666667,2833.0,2666.333333333333
385,4005000800,2016,5049.0,3474.0,3233.0
386,4005000800,2017,5415.0,3743.0,3452.0
387,4005000800,2018,5699.0,3861.0,3557.0
388,4005000800,2019,6015.0,3990.0,3599.0
389,4005000800,2020,4146.0,2875.0,2628.0
390,4005000800,2021,4516.0,3216.0,2975.3333333333335
391,4005000800,2022,4886.0,3557.0,3322.6666666666665
392,4005000900,2016,5256.0,3898.0,3670.0
393,4005000900,2017,5353.0,3947.0,3788.0
394,4005000900,2018,5217.0,3581.0,3414.0
395,4005000900,2019,5034.0,3613.0,3425.0
396,4005000900,2020,6516.0,3945.5,3581.75
397,4005000900,2021,7998.0,4278.0,3738.5
398,4005000900,2022,9480.0,4610.5,3895.25
399,4005001000,2016,10962.0,4943.0,4052.0
400,4005001000,2017,11663.0,5276.0,4113.0
401,4005001000,2018,12359.0,5811.0,4585.0
402,4005001000,2019,12866.0,6244.0,4907.0
403,4005001000,2020,13436.0,6320.0,4971.0
404,4005001000,2021,10224.0,5141.666666666667,4184.333333333333
405,4005001000,2022,7012.0,3963.3333333333335,3397.666666666667
406,4005001101,2016,3800.0,2785.0,2611.0
407,4005001101,2017,3704.0,2641.0,2464.0
